Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Barman Retail	285.00	59		0.0	1.0	4.5	91%	1	0	1	2020-08-28 10:56:15.252981
BAGS KART	290.00	82		5.0	1.0175	4.5	92%	1	0	0	2020-08-28 10:56:15.252981
SiH	295.00	44		10.0	1.0351	4.5	93%	1	0	0	2020-08-28 10:56:15.252981
Cloudtail India	299.00			14.0	1.0491	4.5	89%	1	1	0	2020-08-28 10:56:15.252981
Desert Retail	301.00	28		16.0	1.0561	4	79%	0	0	0	2020-08-28 10:56:15.252981
Ganesh bag emporium	290.00		5-8 days	5.0	1.0175			0	0	0	2020-08-28 10:56:15.252981
Pass ki dukan	291.00		5-8 days	6.0	1.0211	4.5	87%	0	0	0	2020-08-28 10:56:15.252981
Festivals	369.00	15		84.0	1.2947	3.5	62%	1	0	0	2020-08-28 10:56:15.252981
INDIA'S BEST COMPETITIVE PRICES	295.00		8-10 days	10.0	1.0351	2.5	34%	0	0	0	2020-08-28 10:56:15.252981
Bombay Bag House	399.00	65	7-8 days	114.0	1.4			0	0	0	2020-08-28 10:56:15.252981
Big Bazaar	449.00			164.0	1.5754	3.5	60%	1	0	0	2020-08-28 10:56:15.252981
Chandinicolection	299.00		6-8 days	14.0	1.0491			0	0	0	2020-08-28 10:56:15.252981
Shiva Assosciates	699.00		7-8 days	414.0	2.4526	3	50%	0	0	0	2020-08-28 10:56:15.252981
