Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
RS ENTERPRISES	1266.00	20		0.0	1.0	4	80%	1	0	0	2020-08-25 23:12:38.413569
E-Shop Retail	1267.00	84		1.0	1.0008	4.5	88%	1	0	1	2020-08-25 23:12:38.413569
Catchy Bags	1268.00	124		2.0	1.0016	4.5	94%	1	0	0	2020-08-25 23:12:38.413569
EVAN	1270.00			4.0	1.0032	4.5	94%	1	0	0	2020-08-25 23:12:38.413569
Earth industries	1349.00	30	7-8 days	83.0	1.0656	3	42%	0	0	0	2020-08-25 23:12:38.413569
JKM ENTERPRISES INDIA	1349.00	4	7-8 days	83.0	1.0656	3.5	75%	0	0	0	2020-08-25 23:12:38.413569
DEALS AMAZING	1397.00			131.0	1.1035	4	77%	1	0	0	2020-08-25 23:12:38.413569
TODAY'S DEAL	1397.00			131.0	1.1035	4	80%	1	0	0	2020-08-25 23:12:38.413569
Safari's luggage world	1918.00	27	7-8 days	652.0	1.515	4	74%	0	0	0	2020-08-25 23:12:38.413569
gsienterprises	1918.00	6	6-7 days	652.0	1.515	3	50%	0	0	0	2020-08-25 23:12:38.413569
