Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Catchy Bags	1145.00	124		0.0	1.0	4.5	95%	1	0	1	2020-07-17 07:36:46.627474
Atlantic LLC	1149.00	70		4.0	1.0035	4	83%	1	0	0	2020-07-17 07:36:46.627474
EFLIP BAGGSKART ECOMMERCE PVT LTD	1149.00	35	9-10 days	4.0	1.0035	2.5	38%	0	0	0	2020-07-17 07:36:46.627474
Digitaly yours	1185.00	36	9-10 days	40.0	1.0349	3	53%	0	0	0	2020-07-17 07:36:46.627474
Backpack World	1218.00		6-9 days	73.0	1.0638	4.5	94%	0	0	0	2020-07-17 07:36:46.627474
BagStop	1350.00	58	9-10 days	205.0	1.179	3.5	57%	0	0	0	2020-07-17 07:36:46.627474
cloudind	1499.00			354.0	1.3092	4.5	87%	0	0	0	2020-07-17 07:36:46.627474
Harricane	1500.00	249	7-9 days	355.0	1.31	3.5	65%	0	0	0	2020-07-17 07:36:46.627474
Standard enterprise	1550.00	1	10-12 days	405.0	1.3537	4	100%	0	0	0	2020-07-17 07:36:46.627474
Brands India	1590.00	248		445.0	1.3886	4.5	89%	1	0	0	2020-07-17 07:36:46.627474
gsienterprises	2240.00	6		1095.0	1.9563	3	50%	0	0	0	2020-07-17 07:36:46.627474
Purvas Shoppe	2240.00	18	6-7 days	1095.0	1.9563	4.5	94%	0	0	0	2020-07-17 07:36:46.627474
