Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Barman Retail	295.00	56		0.0	1.0	4.5	90%	1	0	0	2020-07-29 23:00:20.424966
Cloudtail India	299.00			4.0	1.0136	4.5	90%	1	1	1	2020-07-29 23:00:20.424966
Desert Retail	299.00	28		4.0	1.0136	4	79%	0	0	0	2020-07-29 23:00:20.424966
BAGS KART	320.00	79		25.0	1.0847	4.5	92%	1	0	0	2020-07-29 23:00:20.424966
Festivals	359.00			64.0	1.2169	3.5	60%	1	0	0	2020-07-29 23:00:20.424966
INDIA'S BEST COMPETITIVE PRICES	299.00	34	11-12 days	4.0	1.0136	2.5	35%	0	0	0	2020-07-29 23:00:20.424966
Easy Home Deals	449.00	324		154.0	1.522	4	79%	1	0	0	2020-07-29 23:00:20.424966
Big Bazaar	475.00			180.0	1.6102	3	58%	1	0	0	2020-07-29 23:00:20.424966
LVDV	599.00	19		304.0	2.0305	4	73%	0	0	0	2020-07-29 23:00:20.424966
Sumraj India Udyog	699.00	1	5-8 days	404.0	2.3695	5	100%	0	0	0	2020-07-29 23:00:20.424966
