Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	290.00	25,152	0.0	1.0	4.5	92%	1	0	1
Amazing_Buy	290.00	17,790	0.0	1.0	4.5	95%	1	0	0
dealstar	313.00	6,601	23.0	1.0793	4.5	85%	0	0	0
ReadAhead	359.00	213	69.0	1.2379	4	79%	0	0	0
Bookflow	359.10	3,100	69.1	1.2383	3.5	68%	0	0	0
Comma365	344.00	2,242	54.0	1.1862	4.5	95%	0	0	0
Crossword Bookstores Ltd	319.00	2,475	29.0	1.1	4	74%	0	0	0
aspire india	319.00	332	29.0	1.1	4	72%	0	0	0
Skycart	331.00	479	41.0	1.1414	4.5	90%	0	0	0
Sunrise Book store	327.00	1,359	37.0	1.1276	3.5	61%	0	0	0
Bookflow	359.10	3,100	69.1	1.2383	3.5	68%	0	0	0
Sunrise Book store	351.00	1,359	61.0	1.2103	3.5	61%	0	0	0
Books-a-zillion	359.10	89	69.1	1.2383	4	82%	0	0	0
SansRack	399.00	1,051	109.0	1.3759	4.5	94%	0	0	0
A to Z Book House	399.00	1,275	109.0	1.3759	3	45%	0	0	0
Books-a-zillion	399.00	89	109.0	1.3759	4	82%	0	0	0
Sunrise Book store	686.00	1,359	396.0	2.3655	3.5	61%	0	0	0
Sunrise Book store	617.00	1,359	327.0	2.1276	3.5	61%	0	0	0
