Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	369.00	3,268	0.0	1.0	4	76%	0	0	0
Buy Amazing Books	385.00	3,555	16.0	1.0434	3	51%	0	0	0
Inetrade India	398.88	3,253	29.88	1.081	4	75%	0	0	0
FOUNTAINHEAD	396.00	98	27.0	1.0732	4.5	91%	0	0	0
Sri Ganesha Books	396.00	382	27.0	1.0732	4	82%	0	0	1
Book Selection Centre	413.00	136	44.0	1.1192	4.5	96%	0	0	0
Comma365	471.00	2,242	102.0	1.2764	4.5	95%	0	0	0
The Bookhive	440.00	43	71.0	1.1924	4	80%	0	0	0
Skycart	451.00	479	82.0	1.2222	4.5	90%	0	0	0
BW ENTERPRISES	440.00	44	71.0	1.1924	4	79%	0	0	0
Booksmandi	440.00	2,531	71.0	1.1924	4.5	89%	0	0	0
Browsers' Lounge	467.50	122	98.5	1.2669	4.5	96%	0	0	0
BSK Book	520.00	160	151.0	1.4092	3.5	61%	0	0	0
Suraj Trading - Express Delivery	447.00	48	78.0	1.2114	3	53%	0	0	0
O_Store	467.50	593	98.5	1.2669	4.5	87%	0	0	0
MK BOOKS INDIA	550.00	2,247	181.0	1.4905	2.5	34%	0	0	0
CrossWord Books	506.00	116	137.0	1.3713	5	95%	0	0	0
Kushii Radiance Bookshop	468.00	63	99.0	1.2683	4.5	84%	0	0	0
Book store01	540.00	14	171.0	1.4634	3.5	57%	0	0	0
BookInc	495.00	17	126.0	1.3415	4.5	94%	0	0	0
BSK Book	520.00	160	151.0	1.4092	3.5	61%	0	0	0
BOOKKR	550.00	5	181.0	1.4905	3.5	60%	0	0	0
SansRack	550.00	1,050	181.0	1.4905	4.5	94%	0	0	0
A to Z Book House	550.00	1,275	181.0	1.4905	3	46%	0	0	0
S B T books	512.00	113	143.0	1.3875	4.5	88%	0	0	0
W S Retaill	508.00	34	139.0	1.3767	3.5	68%	0	0	0
