Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	101.00	3,279	15.66	1.1835	4	76%	0	0	0
BOOKBELLA	120.00		34.66	1.4061			0	0	0
uRead-Store	149.00	25,154	63.66	1.746	4.5	92%	1	0	1
COSTA BOOK	150.00	1	64.66	1.7577	1	0%	0	0	0
MK BOOKS INDIA	150.00	2,249	64.66	1.7577	2.5	34%	0	0	0
Inetrade India	85.34	3,256	0.0	1.0	4	75%	0	0	0
BSK Book	140.00	160	54.66	1.6405	3.5	60%	0	0	0
CrossWord Books	138.00	116	52.66	1.6171	5	95%	0	0	0
Book store01	150.00	14	64.66	1.7577	3.5	57%	0	0	0
Comma365	150.00	2,242	64.66	1.7577	4.5	95%	0	0	0
AskTech Books	120.00	2	34.66	1.4061	2.5	50%	0	0	0
The Bookhive	120.00	43	34.66	1.4061	4	80%	0	0	0
BookInc	135.00	17	49.66	1.5819	4.5	94%	0	0	0
GBD BOOKS	120.00	232	34.66	1.4061	4	68%	0	0	0
BOOKKR	180.00	5	94.66	2.1092	3.5	60%	0	0	0
Skycart	141.00	479	55.66	1.6522	4.5	90%	0	0	0
RSONS	125.00	481	39.66	1.4647	4.5	84%	0	0	0
SansRack	150.00	1,052	64.66	1.7577	4.5	94%	0	0	0
Books-a-zillion	135.00	89	49.66	1.5819	4	82%	0	0	0
Suraj Trading - Express Delivery	149.00	48	63.66	1.746	3	53%	0	0	0
A to Z Book House	150.00	1,275	64.66	1.7577	3	45%	0	0	0
Books Cloud	170.00	1	84.66	1.992	1	0%	0	0	0
The Grand_Store	180.00	10	94.66	2.1092	3	50%	0	0	0
Booksmandi	150.00	2,531	64.66	1.7577	4.5	89%	0	0	0
Ginni Books	232.76	9	147.42	2.7274	4.5	89%	0	0	0
Ambe Books	232.76	2	147.42	2.7274	3	50%	0	0	0
Ginni Books	232.83	9	147.49	2.7283	4.5	89%	0	0	0
famous_Books	350.00	4	264.66	4.1012	4.5	75%	0	0	0
S B T books	140.00	113	54.66	1.6405	4.5	88%	0	0	0
W S Retaill	138.00	34	52.66	1.6171	3.5	68%	0	0	0
